NDO_No,Shrt_Desc,Cholestrl_(mg),Protein_(g),Energ_Kcal,Water_(g)
11444,Seaweed irishmoss raw,0.0,1.51,49.0,81.34
11445,Seaweed kelp raw,0.0,1.68,43.0,81.58
11446,Seaweed laver raw,0.0,5.81,35.0,85.03
11667,Seaweed spirulina dried,0.0,57.47,290.0,4.68
11669,Seaweed wakame raw,0.0,3.03,45.0,79.99
12003,Seeds breadfruit seeds boiled,0.0,5.3,168.0,59.3
12001,Seeds breadfruit seeds raw,0.0,7.4,191.0,56.27
12158,Seeds breadfruit seeds roasted,0.0,6.2,207.0,49.7
12005,Seeds breadnut tree seeds dried,0.0,8.62,367.0,6.5
12004,Seeds breadnut tree seeds raw,0.0,5.97,217.0,45.0
12006,Seeds chia seeds dried,0.0,16.54,486.0,5.8
12008,Seeds cottonseed flour low fat (glandless),0.0,49.83,332.0,6.9
12007,Seeds cottonseed flour partially defatted (glandless),0.0,40.96,359.0,6.3
12160,Seeds cottonseed kernels roasted (glandless),0.0,32.59,506.0,4.65
12011,Seeds cottonseed meal partially defatted (glandless),0.0,49.1,367.0,1.2
12220,Seeds flaxseed,0.0,18.29,534.0,6.96
12012,Seeds hemp seed hulled,0.0,31.56,553.0,4.96
12013,Seeds lotus seeds dried,0.0,15.41,332.0,14.16
12205,Seeds lotus seeds raw,0.0,4.13,89.0,77.0
12014,Seeds pumpkin and squash seed kernels dried,0.0,30.23,559.0,5.23
12516,Seeds pumpkin and squash seed kernels roasted with salt added,0.0,29.84,574.0,2.03
12016,Seeds pumpkin and squash seed kernels roasted without salt,0.0,29.84,574.0,2.03
12663,Seeds pumpkin and squash seeds whole roasted with salt added,0.0,18.55,446.0,4.5
12163,Seeds pumpkin and squash seeds whole roasted without salt,0.0,18.55,446.0,4.5
12021,Seeds safflower seed kernels dried,0.0,16.18,517.0,5.62
12022,Seeds safflower seed meal partially defatted,0.0,35.62,342.0,6.41
12169,Seeds sesame butter paste,0.0,18.08,586.0,1.6
12198,Seeds sesame butter tahini from raw and stone ground kernels,0.0,17.81,570.0,3.0
12166,Seeds sesame butter tahini from roasted and toasted kernels (most common type),0.0,17.0,595.0,3.05
12171,Seeds sesame butter tahini from unroasted kernels (non-chemically removed seed coat),0.0,17.95,607.0,3.0
12698,Seeds sesame butter tahini type of kernels unspecified,0.0,17.4,592.0,3.0
12170,Seeds sesame flour high-fat,0.0,30.78,526.0,0.9
12033,Seeds sesame flour low-fat,0.0,50.14,333.0,7.1
12032,Seeds sesame flour partially defatted,0.0,40.32,382.0,6.61
12034,Seeds sesame meal partially defatted,0.0,16.96,567.0,5.0
12201,Seeds sesame seed kernels dried (decorticated),0.0,20.45,631.0,3.75
12529,Seeds sesame seed kernels toasted with salt added (decorticated),0.0,16.96,567.0,5.0
12029,Seeds sesame seed kernels toasted without salt added (decorticated),0.0,16.96,567.0,5.0
12023,Seeds sesame seeds whole dried,0.0,17.73,573.0,4.69
12024,Seeds sesame seeds whole roasted and toasted,0.0,16.96,565.0,3.3
12193,Seeds sisymbrium sp. seeds whole dried,0.0,12.14,318.0,6.1
12540,Seeds sunflower seed butter with salt added,0.0,17.28,617.0,0.62
12040,Seeds sunflower seed butter without salt,0.0,17.28,617.0,0.62
12041,Seeds sunflower seed flour partially defatted,0.0,48.06,326.0,7.47
12536,Seeds sunflower seed kernels from shell dry roasted with salt added,0.0,19.33,546.0,1.2
12036,Seeds sunflower seed kernels dried,0.0,20.78,584.0,4.73
12537,Seeds sunflower seed kernels dry roasted with salt added,0.0,19.33,582.0,1.2
12037,Seeds sunflower seed kernels dry roasted without salt,0.0,19.33,582.0,1.2
12538,Seeds sunflower seed kernels oil roasted with salt added,0.0,20.06,592.0,1.54
12038,Seeds sunflower seed kernels oil roasted without salt,0.0,20.06,592.0,1.54
12539,Seeds sunflower seed kernels toasted with salt added,0.0,17.21,619.0,1.0
12039,Seeds sunflower seed kernels toasted without salt,0.0,17.21,619.0,1.0
12174,Seeds watermelon seed kernels dried,0.0,28.33,557.0,5.05
20066,Semolina enriched,0.0,12.68,360.0,12.67
20466,Semolina unenriched,0.0,12.68,360.0,12.67
11922,Sesbania flower cooked steamed with salt,0.0,1.14,21.0,93.3
11448,Sesbania flower cooked steamed without salt,0.0,1.14,22.0,93.3
11447,Sesbania flower raw,0.0,1.28,27.0,91.58
14347,Shake fast food vanilla,23.0,3.37,148.0,69.65
11640,Shallots freeze-dried,0.0,12.3,348.0,2.0
11677,Shallots raw,0.0,2.5,72.0,79.8
19097,Sherbet orange,1.0,1.1,144.0,66.1
04546,Shortening bread soybean (hydrogenated) and cottonseed,--,0.0,884.0,--
04548,Shortening cake mix soybean (hydrogenated) and cottonseed (hydrogenated),--,0.0,884.0,--
04551,Shortening confectionery coconut (hydrogenated) and or palm kernel (hydrogenated),--,0.0,884.0,--
04550,Shortening frying (heavy duty) beef tallow and cottonseed,100.0,0.0,900.0,--
04556,Shortening frying (heavy duty) palm (hydrogenated),--,0.0,884.0,--
04560,Shortening frying (heavy duty) soybean (hydrogenated) linoleic (less than 1%),--,0.0,884.0,--
04559,Shortening household soybean (hydrogenated) and palm,--,0.0,884.0,--
04549,Shortening industrial lard and vegetable oil,56.0,0.0,900.0,--
04554,Shortening industrial soybean (hydrogenated) and cottonseed,--,0.0,884.0,--
04570,Shortening confectionery fractionated palm,--,0.0,884.0,--
04544,Shortening household lard and vegetable oil,56.0,0.0,900.0,--
04031,Shortening household soybean (partially hydrogenated)-cottonseed (partially hydrogenated),--,0.0,884.0,--
04666,Shortening industrial soy (partially hydrogenated ) and corn for frying,--,0.0,884.0,--
04667,Shortening industrial soy (partially hydrogenated ) for baking and confections,--,0.0,884.0,--
04649,Shortening industrial soy (partially hydrogenated) pourable liquid fry shortening,--,0.0,884.0,--
04595,Shortening multipurpose soybean (hydrogenated) and palm (hydrogenated),--,0.0,884.0,--
04587,Shortening special purpose for baking soybean (hydrogenated) palm and cottonseed,--,0.0,884.0,--
04586,Shortening special purpose for cakes and frostings soybean (hydrogenated),--,0.0,884.0,--
04615,Shortening vegetable household composite,--,0.0,884.0,--
21140,Side dishes potato salad,60.0,1.53,114.0,78.73
16259,SILK Banana-Strawberry soy yogurt,0.0,2.35,88.0,78.18
16256,SILK Black Cherry soy yogurt,0.0,2.35,88.0,78.18
16257,SILK Blueberry soy yogurt,0.0,2.35,88.0,78.18
16247,SILK Chai soymilk,0.0,2.47,53.0,87.62
16237,SILK Chocolate soymilk,0.0,2.06,58.0,86.39
16249,SILK Coffee soymilk,0.0,2.06,62.0,85.56
16261,SILK French Vanilla Creamer,--,0.0,133.0,72.95
16262,SILK Hazelnut Creamer,--,0.0,133.0,72.95
16258,SILK Key Lime soy yogurt,0.0,2.35,88.0,77.59
16240,SILK Light Chocolate soymilk,0.0,2.06,49.0,87.63
16238,SILK Light Plain soymilk,0.0,2.47,29.0,92.77
16239,SILK Light Vanilla soymilk,0.0,2.47,33.0,91.95
16248,SILK Mocha soymilk,0.0,2.06,58.0,86.8
16246,SILK Nog soymilk,0.0,2.46,74.0,82.96
16260,SILK Original Creamer,--,0.0,100.0,86.29
16255,SILK Peach soy yogurt,0.0,2.35,94.0,76.41
16252,SILK Plain soy yogurt,0.0,2.64,66.0,84.67
16235,SILK Plain soymilk,0.0,2.88,41.0,91.53
16243,SILK Plus Fiber soymilk,0.0,2.47,41.0,89.69
16242,SILK Plus for Bone Health soymilk,0.0,2.47,41.0,90.92
16241,SILK Plus Omega-3 DHA soymilk,0.0,2.88,45.0,91.13
16254,SILK Raspberry soy yogurt,0.0,2.35,88.0,77.59
16253,SILK Strawberry soy yogurt,0.0,2.35,94.0,77.0
16244,SILK Unsweetened soymilk,0.0,2.88,33.0,93.18
16250,SILK Vanilla soy yogurt (family size),0.0,2.64,79.0,80.7
16251,SILK Vanilla soy yogurt (single serving size),0.0,2.94,88.0,79.35
16236,SILK Vanilla soymilk,0.0,2.47,41.0,91.32
16245,SILK Very Vanilla soymilk,0.0,2.47,53.0,87.41
06620,SMART SOUP French Lentil,0.0,2.9,53.0,85.5
06621,SMART SOUP Greek Minestrone,0.0,1.7,40.0,88.3
06622,SMART SOUP Indian Bean Masala,0.0,3.3,57.0,84.3
06623,SMART SOUP Moroccan Chick Pea,0.0,2.0,51.0,86.4
06619,SMART SOUP Santa Fe Corn Chowder,0.0,2.0,55.0,85.3
06624,SMART SOUP Thai Coconut Curry,0.0,0.8,36.0,91.0
06625,SMART SOUP Vietnamese Carrot Lemongrass,0.0,1.3,44.0,88.6
07074,Smoked link sausage pork,61.0,11.98,309.0,56.49
07077,Smoked link sausage pork and beef nonfat dry milk added,65.0,13.28,313.0,53.91
25062,Snack Mixed Berry Bar,0.0,13.16,383.0,15.52
19410,Snack potato chips made from dried potatoes plain,0.0,4.62,545.0,2.37
25060,Snack Pretzel hard chocolate coated,0.0,7.05,467.0,3.06
25046,Snacks bagel chips plain,0.0,12.34,451.0,5.05
19400,Snacks banana chips,0.0,2.3,519.0,4.3
19002,Snacks beef jerky chopped and formed,48.0,33.2,410.0,23.36
19407,Snacks beef sticks smoked,133.0,21.5,550.0,19.1
25059,Snacks brown rice chips,0.0,8.2,384.0,5.8
25043,Snacks candy bits yogurt covered with vitamin C,3.0,0.0,415.0,3.73
25003,Snacks candy rolls yogurt-covered fruit flavored with high vitamin C,0.0,0.46,359.0,17.59
25051,Snacks CLIF BAR mixed flavors,0.0,14.71,346.0,11.0
19419,Snacks corn cakes,0.0,8.1,387.0,4.6
19800,Snacks corn cakes very low sodium,0.0,8.1,387.0,4.6
19004,Snacks corn-based extruded chips barbecue-flavor,0.0,7.0,523.0,1.2
19804,Snacks corn-based extruded chips barbecue-flavor made with enriched masa flour,0.0,7.0,523.0,1.2
19003,Snacks corn-based extruded chips plain,0.0,6.17,538.0,1.07
43447,Snacks corn-based extruded chips unsalted,0.0,6.6,557.0,1.0
19005,Snacks corn-based extruded cones plain,0.0,5.8,510.0,2.0
19007,Snacks corn-based extruded onion-flavor,0.0,7.7,499.0,2.0
19008,Snacks corn-based extruded puffs or twists cheese-flavor,7.0,5.85,560.0,1.57
19802,Snacks corn-based extruded puffs or twists cheese-flavor unenriched,4.0,5.76,558.0,1.5
19401,Snacks cornnuts barbecue-flavor,0.0,9.0,436.0,1.6
19403,Snacks crisped rice bar almond,0.0,7.0,458.0,6.7
19010,Snacks crisped rice bar chocolate chip,0.0,5.1,404.0,7.0
25023,Snacks FRITOLAY SUNCHIPS Multigrain Snack Harvest Cheddar flavor,0.0,8.08,491.0,2.5
25013,Snacks FRITOLAY SUNCHIPS Multigrain Snack original flavor,0.0,7.95,491.0,2.04
25022,Snacks FRITOLAY SUNCHIPS multigrain French onion flavor,0.0,8.68,496.0,2.04
19013,Snacks fruit leather pieces,0.0,1.0,359.0,12.3
19274,Snacks fruit leather pieces with vitamin C,0.0,0.1,373.0,10.2
19014,Snacks fruit leather rolls,0.0,0.1,371.0,10.2
19033,Snacks GENERAL MILLS CHEX MIX traditional flavor,4.0,8.83,428.0,2.98
25035,Snacks granola bar chewy reduced sugar all flavors,0.0,5.55,412.0,11.65
25053,Snacks granola bar GENERAL MILLS NATURE VALLEY SWEET&ampSALTY NUT peanut,0.0,9.14,487.0,3.7
25055,Snacks granola bar GENERAL MILLS NATURE VALLEY CHEWY TRAIL MIX,0.0,5.71,415.0,9.3
25054,Snacks granola bar GENERAL MILLS NATURE VALLEY with yogurt coating,0.0,5.71,423.0,7.18
25032,Snacks granola bar KASHI GOLEAN chewy mixed flavors,6.0,16.67,390.0,9.23
25034,Snacks granola bar KASHI GOLEAN crunchy mixed flavors,0.0,17.88,393.0,9.43
25033,Snacks granola bar KASHI TLC Bar chewy mixed flavors,0.0,18.57,429.0,9.34
25041,Snacks granola bar KASHI TLC Bar crunchy mixed flavors,0.0,15.0,446.0,2.74
25052,Snacks granola bar QUAKER chewy 90 Calorie Bar,0.0,4.17,408.0,6.23
25056,Snacks granola bar QUAKER DIPPS all flavors,0.0,7.52,480.0,5.56
42272,Snacks granola bar with coconut chocolate coated,0.0,5.2,531.0,6.1
19016,Snacks granola bars hard almond,0.0,7.7,495.0,3.1
19017,Snacks granola bars hard chocolate chip,0.0,7.3,438.0,2.4
19420,Snacks granola bars hard peanut butter,0.0,9.8,483.0,2.3
19015,Snacks granola bars hard plain,0.0,10.1,471.0,3.9
25039,Snacks granola bars QUAKER OATMEAL TO GO all flavors,36.0,6.67,389.0,9.86
25038,Snacks granola bars soft almond confectioners coating,0.0,8.6,455.0,8.74
19024,Snacks granola bars soft coated milk chocolate coating chocolate chip,5.0,5.8,466.0,3.6
19026,Snacks granola bars soft coated milk chocolate coating peanut butter,12.0,10.2,508.0,3.2
19404,Snacks granola bars soft uncoated chocolate chip,0.0,5.65,418.0,6.45
19405,Snacks granola bars soft uncoated chocolate chip graham and marshmallow,0.0,6.1,427.0,6.0
19406,Snacks granola bars soft uncoated nut and raisin,0.0,8.0,454.0,6.1
19021,Snacks granola bars soft uncoated peanut butter,0.0,10.5,426.0,7.3
19027,Snacks granola bars soft uncoated peanut butter and chocolate chip,1.0,9.8,432.0,5.9
19020,Snacks granola bars soft uncoated plain,0.0,7.4,443.0,6.4
19022,Snacks granola bars soft uncoated raisin,0.0,7.6,448.0,6.4
25036,Snacks granola bites mixed flavors,0.0,7.17,451.0,7.88
19439,Snacks KELLOGG KELLOGG'S Low Fat Granola Bar Crunchy Almond/Brown Sugar,0.0,8.0,390.0,5.0
19438,Snacks KELLOGG KELLOGG'S RICE KRISPIES TREATS Squares,0.0,3.4,414.0,5.9
19009,Snacks KRAFT CORNNUTS plain,0.0,8.5,446.0,1.3
19049,Snacks M&ampM MARS COMBOS Snacks Cheddar Cheese Pretzel,5.0,9.85,463.0,1.67
19440,Snacks M&ampM MARS KUDOS Whole Grain Bar chocolate chip,0.0,4.47,420.0,4.9
25009,Snacks M&ampM MARS KUDOS Whole Grain Bar M&ampM's milk chocolate,4.0,3.78,415.0,8.0
25007,Snacks M&ampM MARS KUDOS Whole Grain Bars peanut butter,0.0,5.88,463.0,7.0
25048,Snacks NUTRI-GRAIN FRUIT AND NUT BAR,0.0,9.38,403.0,11.26
19031,Snacks oriental mix rice-based,0.0,17.31,506.0,2.55
25037,Snacks pita chips salted,0.0,11.79,457.0,2.0
25027,Snacks plantain chips salted,0.0,2.28,531.0,2.09
19034,Snacks popcorn air-popped,0.0,12.94,387.0,3.32
19806,Snacks popcorn air-popped (Unsalted),0.0,12.0,382.0,4.1
19036,Snacks popcorn cakes,0.0,9.7,384.0,5.0
19038,Snacks popcorn caramel-coated with peanuts,0.0,6.4,400.0,3.3
19039,Snacks popcorn caramel-coated without peanuts,0.0,3.8,431.0,2.8
19040,Snacks popcorn cheese-flavor,11.0,9.3,526.0,2.5
42259,Snacks popcorn home-prepared oil-popped unsalted,0.0,9.0,500.0,2.8
25000,Snacks popcorn microwave 94% fat free,0.0,10.72,402.0,4.22
25001,Snacks popcorn microwave low fat,0.0,12.6,424.0,2.8
25014,Snacks popcorn microwave regular (butter) flavor made with partially hydrogenated oil,0.0,7.5,557.0,0.34
19035,Snacks popcorn oil-popped microwave regular flavor no trans fat,0.0,7.29,583.0,1.2
19807,Snacks popcorn oil-popped white popcorn salt added,0.0,9.0,500.0,2.8
19408,Snacks pork skins barbecue-flavor,115.0,57.9,538.0,2.1
19041,Snacks pork skins plain,95.0,61.3,544.0,1.8
19042,Snacks potato chips barbecue-flavor,0.0,6.51,487.0,2.48
19421,Snacks potato chips cheese-flavor,4.0,8.5,496.0,1.8
19437,Snacks potato chips fat free salted,0.0,9.64,379.0,2.0
19423,Snacks potato chips fat-free made with olestra,0.0,7.74,274.0,2.0
25064,Snacks potato chips lightly salted,0.0,6.72,560.0,1.35
25063,Snacks potato chips made from dried potatoes (preformed) multigrain,0.0,5.3,505.0,2.27
19412,Snacks potato chips made from dried potatoes cheese-flavor,4.0,7.0,551.0,1.9
19445,Snacks potato chips made from dried potatoes fat-free made with olestra,0.0,5.06,253.0,2.63
19045,Snacks potato chips made from dried potatoes reduced fat,0.0,4.56,502.0,2.22
19046,Snacks potato chips made from dried potatoes sour-cream and onion-flavor,3.0,6.6,547.0,2.0
19809,Snacks potato chips plain made with partially hydrogenated soybean oil salted,0.0,7.0,536.0,1.9
19810,Snacks potato chips plain made with partially hydrogenated soybean oil unsalted,0.0,7.0,536.0,1.9
19411,Snacks potato chips plain salted,0.0,6.39,532.0,1.86
19811,Snacks potato chips plain unsalted,0.0,7.0,536.0,1.9
19422,Snacks potato chips reduced fat,0.0,7.1,471.0,1.0
19043,Snacks potato chips sour-cream-and-onion-flavor,7.0,8.1,531.0,1.8
42283,Snacks potato chips white restructured baked,0.0,5.0,469.0,1.4
19415,Snacks potato sticks,0.0,6.7,522.0,2.2
19048,Snacks pretzels hard confectioner's coating chocolate-flavor,0.0,7.5,457.0,2.5
19814,Snacks pretzels hard plain made with enriched flour unsalted,0.0,9.1,381.0,3.3
19812,Snacks pretzels hard plain made with unenriched flour salted,0.0,9.1,381.0,3.3
19813,Snacks pretzels hard plain made with unenriched flour unsalted,0.0,9.1,381.0,3.3
19047,Snacks pretzels hard plain salted,0.0,10.04,384.0,3.13
19050,Snacks pretzels hard whole-wheat including both salted and unsalted,0.0,11.1,362.0,3.9
19052,Snacks rice cakes brown rice buckwheat,0.0,9.0,380.0,5.9
19817,Snacks rice cakes brown rice buckwheat unsalted,0.0,9.0,380.0,5.9
19413,Snacks rice cakes brown rice corn,0.0,8.4,385.0,5.9
19414,Snacks rice cakes brown rice multigrain,0.0,8.5,387.0,6.3
19818,Snacks rice cakes brown rice multigrain unsalted,0.0,8.5,387.0,6.3
19816,Snacks rice cakes brown rice plain unsalted,0.0,8.2,387.0,5.8
19416,Snacks rice cakes brown rice rye,0.0,8.1,386.0,6.8
19053,Snacks rice cakes brown rice sesame seed,0.0,7.6,392.0,5.9
19819,Snacks rice cakes brown rice sesame seed unsalted,0.0,7.6,392.0,5.9
19051,Snacks rice cracker brown rice plain,0.0,8.2,387.0,5.8
19418,Snacks sesame sticks wheat-based salted,0.0,10.9,541.0,2.0
19820,Snacks sesame sticks wheat-based unsalted,0.0,10.9,541.0,2.0
25025,Snacks soy chips or crisps salted,0.0,26.5,385.0,8.5
25012,Snacks sweet potato chips unsalted,0.0,2.94,532.0,4.51
19524,Snacks taro chips,0.0,2.3,498.0,2.0
43566,Snacks tortilla chips light (baked with less oil),0.0,8.7,465.0,1.3
19444,Snacks tortilla chips low fat made with olestra nacho cheese,2.0,8.44,318.0,1.66
19833,Snacks tortilla chips low fat unsalted,0.0,11.0,416.0,1.7
19057,Snacks tortilla chips nacho cheese,0.0,7.36,519.0,1.66
19857,Snacks tortilla chips nacho-flavor made with enriched masa flour,3.0,7.8,498.0,1.7
19424,Snacks tortilla chips nacho-flavor reduced fat,3.0,8.7,445.0,1.3
19056,Snacks tortilla chips plain white corn salted,0.0,7.1,472.0,2.64
19063,Snacks tortilla chips taco-flavor,0.0,7.9,480.0,1.6
43364,Snacks tortilla chips unsalted white corn,0.0,7.79,503.0,2.09
19059,Snacks trail mix regular,0.0,13.8,462.0,9.2
19821,Snacks trail mix regular unsalted,0.0,13.8,462.0,9.2
19062,Snacks trail mix regular with chocolate chips salted nuts and seeds,4.0,14.2,484.0,6.6
19822,Snacks trail mix regular with chocolate chips unsalted nuts and seeds,0.0,14.2,484.0,6.6
19061,Snacks trail mix tropical,0.0,6.3,442.0,9.0
25030,Snacks vegetable chips HAIN CELESTIAL GROUP TERRA CHIPS,0.0,4.13,517.0,4.54
25040,Snacks vegetable chips made from garden vegetables,0.0,5.32,473.0,6.31
20067,Sorghum grain,0.0,10.62,329.0,12.4
06190,Soup bean &amp ham canned reduced sodium prepared with water or ready-to-serve,2.0,4.19,81.0,79.91
06731,Soup bean with bacon condensed single brand,3.0,6.5,117.0,70.9
06006,Soup bean with frankfurters canned condensed,9.0,7.6,142.0,67.7
06406,Soup bean with frankfurters canned prepared with equal volume water,5.0,3.99,75.0,83.03
06007,Soup bean with ham canned chunky ready-to-serve,9.0,5.19,95.0,78.63
06004,Soup bean with pork canned condensed,2.0,5.88,129.0,70.17
06404,Soup bean with pork canned prepared with equal volume water,1.0,2.88,63.0,85.35
06978,Soup beef and mushroom low sodium chunk style,6.0,4.3,69.0,83.3
06749,Soup beef and vegetables canned ready-to-serve,7.0,3.18,48.0,88.22
27062,Soup beef barley ready to serve,4.0,2.81,52.0,87.35
06032,Soup beef broth bouillon and consomme canned condensed,0.0,2.52,11.0,94.76
06008,Soup beef broth or bouillon canned ready-to-serve,0.0,1.14,7.0,97.55
06075,Soup beef broth or bouillon powder dry,10.0,15.97,213.0,3.27
06475,Soup beef broth or bouillon powder prepared with water,0.0,0.21,3.0,98.69
06432,Soup beef broth bouillon consomme prepared with equal volume water,0.0,2.22,12.0,96.24
06076,Soup beef broth cubed dry,4.0,17.3,170.0,3.3
06476,Soup beef broth cubed prepared with water,0.0,0.21,3.0,98.69
06188,Soup beef broth less/reduced sodium ready to serve,0.0,1.14,6.0,98.01
06147,Soup beef mushroom canned condensed,5.0,4.6,61.0,85.5
06547,Soup beef mushroom canned prepared with equal volume water,3.0,2.37,30.0,92.6
06009,Soup beef noodle canned condensed,4.0,3.85,67.0,84.42
06409,Soup beef noodle canned prepared with equal volume water,2.0,1.93,34.0,92.16
06980,Soup beef stroganoff canned chunky style ready-to-serve,21.0,5.1,98.0,79.9
06733,Soup beef with vegetables and barley canned condensed single brand,6.0,3.9,61.0,84.6
06002,Soup black bean canned condensed,0.0,4.83,91.0,75.33
